BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,20000,67377,174685,DebtCon,ProfExe,6,0,0,196.1979075,0,16,29.29663349
0,20000,58646,49843,DebtCon,Office,4,0,0,174.4289688,3,47,30.82947717
0,20000,144276,121752,HomeImp,Other,7,1,0,208.6059657,1,12,41.13564938
0,20000,30022,196968,DebtCon,Other,6,0,0,99.36947035,0,33,40.20529288
0,20000,45421,65211,DebtCon,Mgr,7,0,1,207.2079516,0,22,39.74500284
0,20000,105654,62400,HomeImp,Other,11,0,3,74.57642698,1,20,22.06576364
0,20000,77139,98143,DebtCon,ProfExe,10,1,1,285.0469162,6,19,22.92513606
0,20000,36777,69060,DebtCon,Other,16,0,0,79.16666667,1,24,40.77228326
0,20000,105759,68031,DebtCon,ProfExe,6,0,0,220.5535336,1,24,27.98945739
0,20000,61797,62987,DebtCon,Mgr,8,0,0,626.2970937,5,23,33.24109601
0,20000,70832,97816,HomeImp,ProfExe,1,0,1,279.4682368,0,46,36.18947433
0,20000,41105,70102,HomeImp,Sales,3,0,0,324.1633286,0,23,28.54647846
0,20000,152639,119535,DebtCon,Office,18,0,0,112.5782431,1,21,40.39811434
0,20000,106308,171686,HomeImp,Other,20,0,0,197.0444606,1,25,31.80908592
1,20000,66711,107994,DebtCon,ProfExe,13,0,0,87.64505947,0,27,32.59840187
1,20000,59219,129230,DebtCon,Office,24,0,0,216.1560174,1,17,28.24306257
1,20000,108923,107363,HomeImp,ProfExe,27,0,0,161.8591186,1,12,31.16238948
1,20000,154991,55027,DebtCon,ProfExe,10,0,0,211.8072267,3,23,40.50485505
1,20000,43449,118224,DebtCon,Other,13,0,0,200.0149175,0,25,38.48048457
1,20000,93937,57905,DebtCon,ProfExe,1,0,0,123.8939486,1,4,26.57393079
1,20000,94477,200279,DebtCon,Other,22,0,1,97.2311228,0,4,40.6422789
1,20000,58363,90551,DebtCon,Mgr,2,0,0,224.1204408,1,22,24.87461511
1,20000,56822,89079,DebtCon,Other,25,0,1,143.3645296,0,21,34.09893173
1,20000,70252,55703,DebtCon,Office,5,0,0,43.6,1,10,32.12756274
1,20000,62506,133075,HomeImp,Other,17,0,0,302.2069005,1,16,31.98368604
1,20000,8606,220843,DebtCon,ProfExe,0,0,0,73.30309745,1,12,34.56594425
1,20000,60792,92158,HomeImp,Office,0,0,0,135.2645371,7,14,43.21523351
1,20000,29258,125948,DebtCon,Mgr,2,0,2,196.9337486,1,47,38.70777971
1,20000,79240,30813,DebtCon,ProfExe,16,0,12,623.4562088,1,13,35.45765879
1,20000,45640,219297,DebtCon,ProfExe,11,0,7,106.8357327,1,22,26.55949496
1,20000,24771,54038,DebtCon,Other,11,0,0,231.0192443,0,28,40.76740141
1,20000,29500,123114,DebtCon,Other,11,0,0,197.1481905,0,13,37.91727288
1,20000,92382,128452,DebtCon,ProfExe,14,0,0,212.9322977,3,63,33.23935548
1,20000,69000,94446,DebtCon,Office,8,0,0,138.3484553,0,15,34.83482969
0,20000,93025,195834,DebtCon,Other,13,0,0,185.7,2,27,36.3563094
0,20000,93868,63433,DebtCon,Office,25,0,0,334.0659169,0,5,37.99692333
0,20000,47024,43962,HomeImp,ProfExe,14,0,0,276.170167,2,34,36.97751891
0,20000,45697,98587,DebtCon,Other,13,0,0,166.0829828,0,16,28.15413466
0,20000,20627,68684,HomeImp,Office,18,0,0,199.4767352,4,22,25.62363851
0,20000,91637,114832,DebtCon,Other,9,0,0,291.8195388,1,24,33.67314644
0,20000,59947,204082,DebtCon,Other,11,1,0,317.3006251,1,27,20.51714628
0,20000,88313,103430,DebtCon,Other,23,0,0,173.7925073,0,21,30.07140205
0,20000,128841,113181,DebtCon,Office,5,0,0,162.3221192,2,13,33.19394936
0,20000,72180,100316,DebtCon,Other,10,0,0,288.3736976,0,15,43.11219067
0,20100,188525,100096,DebtCon,ProfExe,11,0,1,117.2101261,0,23,23.31865001
0,20100,24984,98247,HomeImp,ProfExe,18,0,0,278.691315,0,14,33.19212531
0,20100,187311,109915,DebtCon,Office,5,0,0,200.9111493,6,10,15.56700107
0,20100,21000,94895,DebtCon,Mgr,0,0,0,311.3257037,1,24,34.13000366
0,20100,32335,103728,DebtCon,Other,5,0,0,101.7740201,1,30,23.29023448
0,20100,48139,95541,HomeImp,Office,25,0,1,109.9006857,2,32,41.17380505
0,20100,90065,65004,HomeImp,Mgr,0,0,0,313.1874651,1,19,22.50817251
1,20100,80092,138729,DebtCon,Mgr,14,1,0,98.89218205,1,25,24.09826676
1,20100,82817,131135,DebtCon,ProfExe,13,0,0,135.2328361,1,30,39.18736161
0,20100,67305,130396,DebtCon,Mgr,2,0,0,213.2333333,0,22,38.55297875
0,20100,48162,220886,DebtCon,ProfExe,5,0,0,187.3708537,3,19,39.39066028
0,20100,99753,66415,DebtCon,ProfExe,22,0,0,169.0161379,0,18,38.11355594
0,20100,107271,65418,DebtCon,Other,10,0,1,172.0310693,0,12,37.54583738
0,20100,96709,198931,HomeImp,Office,5,0,0,306.1836619,0,20,39.67630465
0,20100,133812,97944,DebtCon,ProfExe,26,0,0,183.5480397,5,24,39.80087956
0,20100,41582,90311,HomeImp,ProfExe,10,0,0,149.2544801,0,24,41.08956919
0,20100,76324,118731,DebtCon,Other,0,0,0,248.6464954,1,21,40.31269773
0,20100,147638,230000,HomeImp,Office,11,0,0,173.5751047,0,15,27.83750961
0,20100,53598,132500,DebtCon,Office,4,1,0,219.1538803,2,21,27.21702865
0,20100,63967,64975,DebtCon,Mgr,2,0,0,221.515426,0,15,35.72585219
0,20200,91327,136867,HomeImp,Other,0,0,0,314.6389579,0,25,38.23508627
0,20200,91767,100505,DebtCon,Other,26,0,4,627.7023895,4,27,34.36826933
0,20200,104379,185666,HomeImp,Mgr,2,0,0,81.44638031,2,17,40.08504815
0,20200,51861,58049,DebtCon,Office,20,1,0,62.26356587,1,29,23.54869835
0,20200,52735,144460,DebtCon,Other,3,0,0,122.1533442,6,21,37.15829482
0,20200,62387,103546,HomeImp,Self,13,1,1,109.780321,4,24,24.89378113
0,20200,66859,98322,HomeImp,Other,3,2,0,314.9842869,3,16,28.20743574
0,20200,10421,108006,DebtCon,Mgr,5,0,0,180.4173542,1,16,43.80729316
0,20200,108000,98088,DebtCon,ProfExe,8,0,0,206.1276648,1,19,27.92400089
0,20200,61468,101807,DebtCon,Mgr,2,0,0,153.2238882,1,21,28.68850032
0,20200,53458,106493,HomeImp,ProfExe,15,0,0,122.2897915,2,14,29.92863683
0,20200,61423,24894,DebtCon,Other,15,0,0,58.11746362,3,24,42.34162639
1,20200,70152,56481,HomeImp,Other,3,0,3,195.48568,2,22,42.76938671
0,20200,61838,66226,DebtCon,Office,6,0,0,212.6040797,0,24,36.01849565
0,20200,148955,166781,DebtCon,Office,25,0,0,311.4261279,1,13,31.48990578
0,20200,94320,105838,HomeImp,Self,6,0,0,305.8497165,0,21,38.1099786
0,20200,105787,138268,DebtCon,Other,13,0,0,199.2195955,1,22,38.15962279
0,20200,142072,83558,DebtCon,ProfExe,10,0,0,227.3474864,0,12,20.26991879
0,20200,36738,96584,DebtCon,Other,5,0,0,173.3416649,1,14,17.87219518
1,20200,71664,72000,DebtCon,Other,10,0,0,205.2783646,1,49,43.35819405
0,20200,48041,55024,DebtCon,Other,10,1,0,243.5,1,16,37.65291911
0,20300,15774,106014,DebtCon,Other,5,0,0,304.3666667,1,19,32.69880046
0,20300,54010,175989,DebtCon,Mgr,15,0,0,105.359931,2,13,32.34941205
0,20300,64000,28635,DebtCon,ProfExe,7,0,0,135.9405415,2,21,33.7142391
0,20300,48000,125839,HomeImp,Office,13,0,0,319.7808023,0,24,42.334246
0,20300,71858,234004,DebtCon,ProfExe,5,0,0,170.2049996,2,19,38.97248671
0,20300,82000,173502,HomeImp,ProfExe,10,0,0,128.6427857,0,24,37.07547187
0,20300,74200,99938,DebtCon,Other,7,0,0,261.8666667,1,15,28.87672375
0,20300,96127,140902,DebtCon,Mgr,9,0,0,247.8139714,2,22,40.85486499
1,20300,92000,103991,DebtCon,Office,5,0,0,158.6407067,0,22,20.16138785
0,20300,124000,142271,DebtCon,Mgr,6,0,0,196.8087927,4,26,38.42744457
1,20300,81668,65000,HomeImp,Other,8,1,0,313.4273217,1,27,37.740919
1,20300,76367,78954,DebtCon,Mgr,6,0,3,312.1997839,0,36,20.35358209
1,20300,88898,64980,DebtCon,ProfExe,6,0,0,230.2422347,1,26,36.35910417
0,20300,143355,86749,HomeImp,ProfExe,9,0,0,193.0488032,0,42,37.83016379
0,20300,70139,146937,DebtCon,ProfExe,12,4,0,358.4284243,2,26,22.28949083
0,20400,188982,96691,DebtCon,Other,9,0,0,121.4942487,2,24,42.03163913
0,20400,53212,183621,DebtCon,Other,27,0,0,213.0345218,1,15,1.85553998
0,20400,61251,100756,DebtCon,ProfExe,1,0,1,267.8877899,0,23,40.12650973
0,20400,61042,101720,DebtCon,Office,8,0,0,111.0680978,0,26,35.73485637
0,20400,69697,209695,DebtCon,Other,6,0,0,136.3971417,0,29,22.81386786
0,20400,92724,192038,DebtCon,ProfExe,18,0,0,303.2340527,1,17,41.28888238
0,20400,84114,115760,DebtCon,ProfExe,3,0,0,127.7781102,0,12,32.20081121
1,20400,95351,98188,DebtCon,Other,1,0,0,145.9353838,2,19,40.51498958
0,20400,60396,68490,DebtCon,Office,24,0,1,626.7713928,0,30,39.22971154
0,20400,57018,182140,DebtCon,Office,4,0,0,162.446914,3,10,35.27011322
0,20400,24000,199881,DebtCon,Other,1,0,0,303.4333333,2,17,41.34234309
0,20400,73053,99997,DebtCon,Mgr,8,0,0,165.60083,2,18,36.87838912
0,20400,57000,54923,DebtCon,Other,20,0,0,121.950991,1,20,42.57188992
0,20400,86148,126763,HomeImp,Office,12,0,0,156.6673122,1,27,39.52990361
0,20400,132417,147014,DebtCon,Mgr,6,0,0,205.0168354,0,24,36.93931917
0,20400,33435,123854,DebtCon,Other,2,0,0,104.1747704,1,25,38.1297118
0,20400,45993,26732,HomeImp,Office,2,0,1,70.69107272,0,38,39.21027209
0,20500,36084,74486,DebtCon,Office,20,0,0,356.886499,1,43,34.15422819
0,20500,138584,49041,HomeImp,ProfExe,0,0,0,615.1333732,0,24,40.47924358
0,20500,45148,97090,DebtCon,Office,17,0,0,257.1207218,1,20,39.0422045
1,20500,125703,99244,DebtCon,Office,13,0,0,62.85635695,0,13,35.09551993
0,20500,138121,78483,HomeImp,Other,11,0,1,300.6792922,5,47,27.05672697
0,20500,102345,130472,DebtCon,ProfExe,8,0,0,64.50842359,1,24,39.89165429
1,20500,72293,140564,DebtCon,Office,25,0,4,293.7620767,0,26,41.74120105
0,20500,93947,79582,DebtCon,ProfExe,8,1,0,309.0284455,0,32,34.11753289
0,20500,57458,180053,DebtCon,ProfExe,12,0,0,185.6820797,0,23,22.95980677
0,20500,98624,58756,HomeImp,Other,14.4,0,0,249.2427629,0,15,37.00088322
0,20500,64809,101745,DebtCon,Self,9,0,0,232.0666667,0,18,36.94699749
0,20500,67626,144487,HomeImp,Office,7,0,0,166.1776578,7,15,40.90432104
0,20500,9709,34886,DebtCon,ProfExe,11,1,1,153.6845963,0,29,40.16216065
0,20500,137889,74233,DebtCon,ProfExe,4,0,0,177.6020656,0,17,37.27227131
0,20500,65022,204192,HomeImp,Mgr,9,0,6,166.8710357,0,38,35.18585706
0,20500,52322,92224,DebtCon,Other,4,0,0,199.9854317,1,18,2.83029717
0,20500,69002,55582,DebtCon,ProfExe,8,0,0,131.875354,2,23,34.50965688
1,20500,24622,86870,DebtCon,Office,25,1,0,154.5525474,0,30,33.05993364
0,20500,75600,73814,HomeImp,Other,5,0,0,89.83955821,2,19,36.19145855
0,20500,71800,79900,DebtCon,Other,24,0,1,165.3102818,5,25,39.84839123
0,20500,72814,105524,DebtCon,Mgr,3,0,0,115.5294894,0,24,31.18166119
0,20500,34326,105434,DebtCon,Other,22,0,0,301.5210741,1,16,76.42147805
1,20500,21571,91364,HomeImp,Other,11,0,0,238.3696373,0,25,71.51211057
1,20500,59809,79416,DebtCon,ProfExe,2,0,0,270.47904,0,15,38.32598985
0,20500,101738,150896,DebtCon,Mgr,18,0,5,256.7,0,24,20.83725547
0,20600,93305,88659,DebtCon,Mgr,17,0,1,115.1302076,2,25,41.49906043
0,20600,60513,87904,DebtCon,ProfExe,4,0,0,111.9986308,0,22,34.39630178
0,20600,89591,174787,DebtCon,ProfExe,0,0,0,212.6954676,1,27,43.90864533
0,20600,133995,73849,DebtCon,ProfExe,6,0,0,73.31793013,2,13,32.79147803
0,20600,103000,117934,DebtCon,Office,8,0,0,114.5417511,1,23,41.13070668
0,20600,74553,78684,DebtCon,Other,2,0,0,190.0874448,0,13,34.65064913
0,20600,38669,144063,DebtCon,Mgr,1,0,0,245.0877745,1,25,34.5971919
0,20600,135912,109860,DebtCon,Office,8,0,0,300.8414288,2,25,42.39724899
0,20600,98238,80048,HomeImp,Other,28,0,0,227.9862791,2,20,36.36902746
0,20600,65502,139868,HomeImp,ProfExe,9,1,0,286.1,1,7,39.37085816
1,20600,52597,105200,DebtCon,Other,5,0,0,187.2974769,1,22,30.55300542
0,20600,72866,86804,DebtCon,ProfExe,0.1,0,0,218.7303331,6,15,33.22776308
1,20600,127967,189263,HomeImp,Other,10,0,0,169.7671445,1,22,38.49715498
0,20600,130184,136249,HomeImp,ProfExe,6,0,1,308.7370531,1,18,43.1338449
0,20600,93140,71694,HomeImp,ProfExe,25,0,0,304.7369303,2,25,24.35575958
0,20600,40605,55000,HomeImp,Self,2,0,5,61.64132538,1,11,40.5665519
0,20600,80226,118000,DebtCon,Other,21,0,0,100.775926,0,25,37.11235228
0,20600,89985,85100,DebtCon,Self,15,0,0,191.5519093,1,17,36.9977936
0,20600,71051,134000,DebtCon,Mgr,23,0,0,402.0868105,0,22,39.30573912
0,20600,51470,67000,DebtCon,ProfExe,5,0,0,107.4498947,1,24,23.69117601
0,20700,62354,140000,DebtCon,Other,2,0,0,201.6855482,1,35,26.24875663
0,20700,69774,138000,DebtCon,Other,10,0,0,207.6532895,1,5,40.13322041
0,20700,15765,95000,DebtCon,Other,18,0,0,188.9786171,0,14,22.71865262
0,20700,95539,125000,HomeImp,Office,6,0,0,217.0209402,0,32,20.92741537
0,20700,25585,67000,DebtCon,ProfExe,7,0,1,281.0591408,1,24,37.42084716
0,20700,91402,100606,DebtCon,Mgr,14,1,0,116.5339256,2,14,33.5355472
0,20700,106561,97741,DebtCon,Self,2,0,0,61.28669845,4,23,31.12455386
0,20700,79022,173778,DebtCon,ProfExe,5,1,0,260.7666667,2,23,29.74190894
0,20700,16630,90031,DebtCon,Other,1,0,0,166.6108166,0,19,37.83786387
0,20700,32665,134565,DebtCon,Other,6,0,0,192.8877492,3,43,24.25867722
0,20700,47687,91455,DebtCon,Office,23,0,1,125.5230236,0,22,34.20600845
0,20700,83990,199687,DebtCon,ProfExe,9,0,0,367.5414905,0,25,27.36133981
0,20700,37726,86313,HomeImp,ProfExe,11,0,0,171.5767001,1,20,36.17090549
1,20800,81617,54436,DebtCon,Sales,14,0,0,93.92588206,4,16,40.28747993
1,20800,71784,83448,DebtCon,Office,9,0,0,308.6034448,1,28,29.73248931
0,20800,18371,81406,DebtCon,ProfExe,3,0,0,208.2417578,0,16,34.7669497
0,20800,44228,123842,DebtCon,ProfExe,2,0,2,145.3771766,2,24,39.54650758
0,20800,127709,98000,HomeImp,ProfExe,0,0,0,162.5386403,0,21,40.88049467
0,20800,62137,83722,DebtCon,ProfExe,9,0,0,138.9424576,0,17,34.81068944
0,20800,52000,95621,DebtCon,ProfExe,20,0,0,191.3136088,1,24,45.25528966
0,20800,60700,127110,DebtCon,Office,2,0,0,96.33643462,1,24,37.63994733
0,20800,57762,180122,DebtCon,Other,10,0,0,120.5320184,3,32,23.80982026
0,20800,48405,26450,DebtCon,Other,15,3,4,213.4142381,3,24,39.08500634
0,20800,76493,204384,DebtCon,Office,25,0,0,192.7333333,1,19,42.34342026
0,20800,96170,139345,DebtCon,ProfExe,13,0,0,133.2666667,0,24,38.48694867
0,20800,40884,56535,HomeImp,Office,6,0,0,262.7333333,1,24,39.17355395
0,20800,73567,148968,DebtCon,Other,9,0,1,201.8666667,0,32,26.21017597
0,20800,87361,174666,DebtCon,Office,1,0,0,117.7666667,0,25,34.51779051
0,20800,75010,108632,DebtCon,ProfExe,24,2,0,317.5333333,0,41,32.79497644
0,20800,136086,64703,DebtCon,Other,1,0,1,301.3,2,27,32.5603594
0,20800,133264,106273,DebtCon,ProfExe,4,0,0,218,0,25,34.26822801
0,20800,59050,107667,DebtCon,ProfExe,7,0,2,130.3,0,23,29.60984756
0,20800,91177,104579,DebtCon,ProfExe,13,0,0,285.1417502,0,21,21.24119477
0,20800,96485,101250,DebtCon,Other,3,0,0,202.578152,0,14,20.80819618
0,20800,142117,118884,HomeImp,Mgr,14,0,0,115.8322132,2,37,39.15955376
0,20800,72522,71102,DebtCon,Other,10,0,0,174.8462897,1,29,33.7478263
0,20900,63363,96999,DebtCon,Office,8,0,5,97.90858291,5,26,41.48280369
0,20900,233000,90639,DebtCon,Other,2,0,0,294.9601692,2,20,39.11029763
0,20900,69675,101789,DebtCon,ProfExe,24,0,4,218.4841129,0,27,34.6276594
0,20900,155056,95165,DebtCon,ProfExe,9,1,1,145.4891553,0,19,20.58821436
0,20900,78975,145650,DebtCon,Mgr,7,0,0,638.2753611,1,10,33.37381367
0,20900,109808,282972,DebtCon,Other,26,0,0,164.7849474,0,9,39.66482299
0,20900,31933,84200,DebtCon,ProfExe,6,0,0,122.2657812,0,26,42.15993654
0,20900,41920,94180,DebtCon,ProfExe,0,0,0,233.7484518,0,24,39.4893172
0,20900,239115,155250,DebtCon,Mgr,24,0,0,97.02322633,2,19,41.64417205
0,20900,34226,176968,DebtCon,Office,9,0,0,108.7492561,0,24,33.4950887
1,20900,61503,114643,DebtCon,Sales,5,0,0,109.5666667,0,14,40.2782983
0,20900,131098,159949,HomeImp,Other,2,1,0,293.2333333,1,18,39.41516685
0,20900,73280,179995,DebtCon,Other,3,1,0,89.16146609,0,12,38.00119223
0,20900,91303,235968,DebtCon,Mgr,6,0,3,180.0368768,2,26,39.97865033
1,20900,75354,47537,DebtCon,ProfExe,16,0,0,128.1567931,1,26,20.39892362
1,20900,35261,147991,DebtCon,Other,0.1,0,0,134.0000742,0,27,38.86212081
1,20900,77356,86861,DebtCon,ProfExe,11,0,0,60.45700477,0,37,18.73514744
0,20900,93542,141859,DebtCon,Other,9,0,0,257.8457289,0,32,23.02289409
0,20900,93413,230443,DebtCon,Office,4,0,0,195.6328077,2,18,35.2239708
0,20900,36253,88622,DebtCon,ProfExe,5,0,0,275.601041,0,29,38.19125134
0,20900,128020,125062,DebtCon,Mgr,5,0,0,288.4596954,0,23,33.82093404
0,20900,94601,102810,DebtCon,Mgr,9,0,0,374.2114868,0,42,40.01531648
0,21000,46929,125539,DebtCon,Other,17,1,0,240.703069,1,23,42.00981358
0,21000,155284,89908,DebtCon,Office,26,0,0,169.088974,0,19,35.27186703
0,21000,108488,81692,HomeImp,Other,8,0,0,242.2161953,1,21,41.80742805
0,21000,76502,181960,DebtCon,Other,7,0,3,205.0294085,5,21,32.46114433
0,21000,96495,100519,HomeImp,Mgr,1,0,0,628.1580616,0,42,42.82914582
0,21000,74979,143796,DebtCon,Other,3,0,0,207.2889332,1,23,34.76057541
0,21000,76733,115000,DebtCon,Other,14,1,0,639.0581723,0,36,34.99872778
1,21000,49361,105330,HomeImp,ProfExe,6,0,0,203.9649128,1,18,26.83331217
1,21000,127010,135783,DebtCon,Office,24,1,0,28.52378272,0,19,38.22673698
1,21000,39166,163103,DebtCon,Self,7,0,0,317.3561249,1,22,36.94827386
0,21000,132706,108469,DebtCon,Other,3,1,0,117.1618153,0,16,38.98401301
0,21000,52760,212505,DebtCon,Other,6,0,0,174.536412,0,42,32.08868135
0,21000,64659,147364,DebtCon,ProfExe,15,1,1,311.6590812,0,17,30.47417374
0,21000,52644,96159,DebtCon,Other,11,0,0,96.34213992,0,17,39.14675577
0,21000,62754,104997,DebtCon,Other,20,0,7,316.6974746,2,16,37.38458848
1,21000,129697,147467,DebtCon,Office,8,0,0,64.93333333,4,34,25.68817634
1,21000,191970,121714,DebtCon,ProfExe,9,0,1,220.1333333,2,18,6.887024127
1,21000,64803,80915,DebtCon,ProfExe,1,0,0,367.2473584,4,20,39.63110299
1,21000,90702,69461,DebtCon,Other,4,0,0,141.6770299,0,22,40.47579335
0,21000,70497,99343,DebtCon,Self,25,0,0,297.6744627,2,42,84.61388869
0,21000,41279,133791,HomeImp,ProfExe,11,1,0,161.4029057,2,14,23.81017336
0,21000,18059,24770,DebtCon,ProfExe,8,0,0,176.4166175,1,19,28.34407839
1,21000,95321,103427,DebtCon,ProfExe,2,0,0,291.61872,1,10,39.61433498
0,21000,64350,94849,DebtCon,Other,8,0,0,157.6517299,2,4,37.63668272
0,21000,59702,185014,DebtCon,Other,8,2,0,96.64268699,0,24,35.96802437
0,21000,136032,167824,DebtCon,Mgr,7,0,0,181.1539882,0,26,38.98355812
0,21000,61067,132304,HomeImp,Office,19,0,0,187.7333333,1,26,20.20903769
0,21100,67312,146904,HomeImp,Office,5,0,0,206.5813951,0,26,43.92019123
0,21100,65017,115705,HomeImp,Other,3,0,0,125.2428417,0,13,41.9588135
0,21100,107241,30807,HomeImp,Office,3,0,0,316.9929061,5,23,35.65073032
0,21100,161754,160526,DebtCon,Other,24,0,0,194.2820992,1,42,38.9951644
1,21100,28217,178045,DebtCon,Office,13,0,0,141.8128234,0,36,38.58192387
0,21100,41174,184241,DebtCon,Mgr,0,0,1,224.2413307,0,39,33.85589547
0,21100,131767,47386,DebtCon,Sales,26,1,0,75.95573527,0,55,24.52237465
0,21100,41130,284790,DebtCon,Other,3,0,0,377.8649847,1,16,32.17786106
0,21100,88244,186976,DebtCon,Other,3,0,0,173.6413388,0,13,34.84415543
0,21100,50876,143240,DebtCon,Other,6,0,0,232.8554837,1,24,38.59599092
0,21200,108464,200594,DebtCon,Office,16,0,1,276.275914,1,43,43.52042818
0,21200,58696,111500,HomeImp,ProfExe,21,0,0,186.6311118,0,29,33.09789894
0,21200,91732,42500,HomeImp,ProfExe,5,0,0,111.9824201,0,26,38.26657321
0,21200,62893,191069,DebtCon,ProfExe,3.9,0,0,137.1896556,2,21,36.90607516
0,21200,76561,96678,HomeImp,ProfExe,3,0,0,31.16869601,0,21,38.25030605
0,21200,68275,53300,DebtCon,Mgr,9,0,0,163.0564094,1,23,41.47397173
0,21200,58577,78645,HomeImp,Mgr,2,0,3,248.3932369,0,28,48.07753147
1,21200,72681,142986,DebtCon,Other,14,0,0,117.6666667,0,24,40.13553136
0,21200,76213,103778,DebtCon,Other,25,0,0,140.6955024,0,27,39.39704272
0,21200,48191,78810,DebtCon,Mgr,24,0,1,251.358003,0,17,40.62088475
1,21200,72638,75649,HomeImp,ProfExe,8,0,0,132.2166218,0,10,33.94246485
0,21200,163805,86502,DebtCon,Office,8,0,0,186.6280966,0,25,38.60649271
0,21200,131200,90807,DebtCon,Office,5,0,0,179.458917,0,29,0.838117525
0,21200,213000,190797,HomeImp,Mgr,16,0,0,199.7384646,5,0,39.36269322
0,21200,42600,51337,DebtCon,Office,18,0,0,101.7583551,2,14,41.54380471
0,21200,56000,75632,HomeImp,ProfExe,4,0,1,174.5578971,5,37,38.88660597
0,21200,47000,155460,HomeImp,Other,8,0,0,175.4089363,1,4,37.61130938
0,21200,32000,185494,DebtCon,ProfExe,8,1,0,219.4892985,1,10,39.75984964
0,21300,48003,68300,HomeImp,Other,4,0,0,289.5196987,0,18,38.8154384
0,21300,32946,139002,DebtCon,Mgr,0,0,0,239.903304,2,6,34.87164312
0,21300,71902,109007,DebtCon,Office,12,0,0,37.23500048,6,43,26.37254872
0,21300,95352,65935,HomeImp,Mgr,26,0,0,256.2869189,1,7,31.08561766
0,21300,71680,96503,DebtCon,Office,2,0,0,367.1895151,0,18,41.11794458
0,21300,61524,65411,DebtCon,Mgr,3.5,0,0,187.1661489,1,51,41.04058878
0,21300,141937,195661,DebtCon,Other,7,0,3,232.3333333,0,24,38.7994829
0,21300,75837,147378,DebtCon,Mgr,7,0,0,89.3,0,22,33.09168147
0,21300,93805,105267,DebtCon,ProfExe,10,0,0,145.0666667,0,13,46.75180011
0,21300,83458,98111,HomeImp,ProfExe,8,0,0,151.7150658,0,26,41.67698554
0,21300,133867,142716,DebtCon,Office,17.8,0,0,94.9280885,1,24,36.39047361
0,21300,42862,54212,DebtCon,Mgr,0.4,1,0,235.5417762,1,20,38.0927303
0,21300,72712,68744,HomeImp,Other,4,1,0,118.15195,1,24,34.98052537
0,21300,109498,147792,DebtCon,Other,6,0,0,270.2601967,0,12,39.3600186
0,21300,64601,135936,DebtCon,Other,5,0,0,111.4005357,1,3,34.53734229
0,21300,235937,78411,DebtCon,Office,24,0,0,146.2961719,0,17,23.66245669
0,21300,184526,78399,DebtCon,Other,1,0,0,294.2971661,1,18,32.47716703
0,21300,62811,186320,HomeImp,Other,1,1,0,97.53661995,1,47,42.435285
0,21300,96345,96588,DebtCon,Other,6,1,0,329.4072371,2,20,31.60143615
0,21300,112948,75530,DebtCon,Other,9,0,0,190.2475602,1,17,39.56330308
0,21300,129355,14580,HomeImp,Other,5,0,0,195.0838618,0,12,38.67920763
0,21300,96043,53807,HomeImp,Other,24,0,0,251.5824035,1,28,26.9130048
1,21300,14511,96784,DebtCon,Office,26,0,0,112.8403356,0,26,43.30465807
0,21400,40905,67023,HomeImp,Office,5,0,0,200.8339688,0,16,60.29541349
0,21400,131804,48361,DebtCon,Other,10,0,0,99.00046796,1,14,39.8765037
0,21400,144542,53943,DebtCon,Other,15,0,0,174.3265608,2,13,30.51328344
0,21400,82472,168708,DebtCon,Self,2,2,1,316.0968745,0,22,33.394854
0,21400,103162,98000,DebtCon,Office,5,0,0,244.5333333,2,25,39.98105906
1,21400,81144,140438,DebtCon,Other,2,0,0,240.4333333,0,35,39.93275013
1,21400,65310,147228,DebtCon,Other,3,1,0,253.6,3,24,33.44016163
0,21400,143821,71628,DebtCon,Mgr,16,0,0,259.319755,4,18,29.87473149
0,21400,36000,68144,HomeImp,ProfExe,0,0,0,195.4588258,5,15,38.26846999
0,21400,84083,52040,HomeImp,Other,21,0,6,133.447479,0,18,5.762994872
0,21400,61496,126105,DebtCon,ProfExe,7,1,0,84.23176112,0,12,42.89671511
0,21400,71734,94103,DebtCon,Mgr,6,0,0,178.7866403,0,14,37.82067846
0,21400,27793,139567,DebtCon,ProfExe,6,0,2,298.8195417,2,17,33.76903515
0,21400,103783,172954,HomeImp,Mgr,5,3,0,244.1797304,0,20,41.54325414
0,21400,91957,93427,HomeImp,ProfExe,9,1,1,277.8486564,0,13,41.21496534
0,21400,88825,234269,DebtCon,ProfExe,7,1,0,299.9557961,0,12,41.29838663
0,21400,89847,92297,DebtCon,Other,2,0,0,622.3557677,1,23,25.33037232
0,21400,64332,230513,DebtCon,Mgr,8,0,0,339.6770182,1,52,36.2890026
0,21400,81379,45000,DebtCon,ProfExe,19,1,0,109.5702924,0,39,24.49083911
0,21400,91165,49621,DebtCon,Other,2,1,0,309.4459491,2,27,42.3362269
1,21400,72262,80114,DebtCon,Office,18,0,0,175.3393762,3,19,34.76399378
0,21500,89427,122335,DebtCon,Other,6,0,1,134.108262,0,24,41.67018774
1,21500,48549,98561,DebtCon,Self,16,0,0,161.646341,0,24,37.3017641
0,21500,125750,25566,DebtCon,Other,1,0,0,219.5706538,1,14,44.52055475
0,21500,97865,114732,DebtCon,Mgr,8,1,0,255.0887578,2,8,42.3249247
